                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                0.78847,                 6.8219,                0.36151,                0.67459,                 1.0083,                0.79805,                0.93409,                0.84765,                0.69067,                0.61092,                0.65455,                 0.5709,                0.23424,                0.79164,                  7.905,                0.09139,                0.62349,                0.99753,               0.000812,               0.000812,               0.000812
                     62,                0.78597,                 6.9312,                0.36475,                0.67277,                 1.0028,                0.81461,                0.90909,                0.85231,                 0.6653,                0.58746,                0.56364,                0.46333,                0.18652,                0.85453,                 8.2291,                0.08452,                0.64195,                 1.0211,              0.0007922,              0.0007922,              0.0007922
                     63,                0.80615,                 6.5324,                0.33574,                0.66608,                 1.0106,                 0.7864,                0.93719,                0.85819,                  0.692,                 0.6495,                    0.6,                0.54478,                0.20815,                0.83091,                 8.0927,                0.08421,                0.62234,                 1.0212,              0.0007724,              0.0007724,              0.0007724
                     64,                0.79254,                 6.4846,                0.35922,                0.67679,                  1.014,                0.82529,                0.89091,                0.84925,                0.66962,                0.67236,                0.67273,                0.54605,                0.18265,                0.88574,                 8.1942,                0.07833,                 0.6011,                 1.0569,              0.0007526,              0.0007526,              0.0007526
                     65,                 0.7787,                 7.0679,                0.35615,                0.65049,                 1.0273,                0.78735,                0.94254,                0.86602,                0.68457,                0.63485,                0.63636,                0.54372,                0.21456,                0.83887,                 8.0958,                0.08197,                 0.5721,                 1.0221,              0.0007328,              0.0007328,              0.0007328
                     66,                0.75367,                 6.4954,                0.33032,                0.65064,                0.98127,                0.82816,                0.94545,                0.87119,                0.69954,                 0.5969,                0.69091,                0.59714,                 0.2671,                0.77069,                 8.0289,                0.07906,                0.56454,                0.98685,               0.000713,               0.000713,               0.000713
                     67,                0.76628,                 6.5921,                0.35741,                0.65348,                 1.0059,                0.79083,                0.96242,                0.86335,                0.69211,                0.64721,                0.63381,                0.55711,                 0.2455,                0.79385,                 8.1773,                 0.0763,                 0.5837,                0.99263,              0.0006932,              0.0006932,              0.0006932
                     68,                 0.7695,                 6.9119,                0.36253,                0.67161,                  1.002,                0.80757,                0.94545,                0.86596,                0.68213,                0.64334,                0.62319,                0.56896,                0.21436,                0.80266,                 8.2248,                0.08805,                0.58934,                0.98989,              0.0006734,              0.0006734,              0.0006734
                     69,                0.77557,                 6.4885,                0.33419,                0.66313,                0.99676,                0.83733,                0.93594,                0.86689,                0.68694,                0.63329,                0.59663,                0.55905,                0.23999,                0.79217,                 8.1777,                0.08655,                0.55992,                 0.9916,              0.0006536,              0.0006536,              0.0006536
                     70,                0.75714,                 6.4916,                0.35727,                0.64263,                0.98963,                 0.8117,                0.94054,                0.85021,                0.68344,                0.58642,                    0.6,                0.48837,                0.20015,                 0.7729,                 8.2895,                0.08821,                0.58315,                0.98801,              0.0006338,              0.0006338,              0.0006338
