                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                0.82822,                 6.1352,                0.49246,                0.71537,                 1.0094,                 0.7494,                 0.9787,                0.83542,                0.63477,                0.54119,                0.61818,                0.49008,                 0.2398,                 0.8559,                 7.6574,                0.21799,                0.74702,                0.99898,              0.0013862,              0.0013862,              0.0013862
                     33,                0.82982,                 6.2036,                0.47568,                 0.7047,                 1.0119,                0.76033,                0.98182,                0.83855,                0.63854,                0.60247,                0.63636,                0.50282,                0.27347,                0.84526,                 7.8671,                0.20975,                0.62747,                 1.0064,              0.0013664,              0.0013664,              0.0013664
                     34,                0.83299,                 6.2067,                 0.4603,                0.70515,                 1.0167,                0.77083,                0.97853,                0.79887,                0.61997,                0.51977,                0.56364,                0.37079,                0.18957,                0.82719,                 7.9831,                0.20599,                0.68136,                0.98096,              0.0013466,              0.0013466,              0.0013466
                     35,                 0.8188,                 6.2231,                0.46369,                0.68841,                 1.0002,                0.76359,                0.93969,                0.79138,                0.62742,                0.50743,                    0.6,                0.39174,                0.23878,                0.78952,                  7.892,                0.19499,                0.70996,                0.96229,              0.0013268,              0.0013268,              0.0013268
                     36,                0.86198,                 6.0363,                0.47283,                0.72054,                 1.0392,                0.80174,                0.87273,                0.84728,                0.67273,                0.62306,                0.54103,                0.42033,                0.23278,                0.80291,                 8.0037,                0.17971,                0.71263,                 0.9823,               0.001307,               0.001307,               0.001307
                     37,                0.80747,                   5.98,                0.46101,                0.70706,                 0.9976,                 0.7648,                0.90909,                0.82675,                0.64977,                0.59134,                0.50909,                0.42706,                0.28662,                0.79812,                 7.8286,                0.18571,                0.73464,                  0.976,              0.0012872,              0.0012872,              0.0012872
                     38,                0.84431,                 5.9405,                 0.4777,                0.71209,                 1.0187,                 0.8064,                0.89091,                0.85535,                0.67978,                0.56762,                0.52727,                0.43364,                0.28233,                0.81135,                 7.8636,                0.18746,                0.60209,                0.98285,              0.0012674,              0.0012674,              0.0012674
                     39,                 0.8343,                 5.9882,                0.46922,                0.70452,                  1.024,                0.82873,                0.90909,                0.84486,                0.65605,                0.57013,                0.50909,                0.43723,                0.26388,                0.78125,                 7.7641,                0.18829,                0.66485,                0.97028,              0.0012476,              0.0012476,              0.0012476
                     40,                0.82205,                 6.0971,                0.45566,                0.68853,                 1.0184,                0.81484,                0.88022,                0.83287,                0.66217,                0.53772,                0.54993,                0.39927,                0.28042,                0.78919,                 7.7823,                0.19724,                0.65738,                0.97582,              0.0012278,              0.0012278,              0.0012278
                     41,                0.80963,                 6.0716,                0.45849,                0.68353,                 1.0154,                0.77704,                0.89091,                0.81739,                0.63018,                0.55046,                0.63636,                0.46431,                0.27612,                0.80045,                 7.6887,                0.19699,                0.69292,                0.97023,               0.001208,               0.001208,               0.001208
                     42,                0.85117,                 6.1004,                0.45161,                0.71733,                 1.0308,                0.76003,                0.97901,                0.85381,                0.65478,                  0.535,                0.49091,                0.39378,                0.21867,                0.82555,                 7.9923,                0.19126,                0.65076,                0.97249,              0.0011882,              0.0011882,              0.0011882
                     43,                0.81443,                 5.8639,                0.42526,                0.67988,                  1.015,                0.80831,                0.94545,                0.85655,                0.68158,                0.55486,                0.58931,                0.47362,                0.32429,                0.82995,                  7.727,                 0.1773,                0.60015,                 0.9988,              0.0011684,              0.0011684,              0.0011684
                     44,                 0.8009,                 5.7703,                0.44822,                0.70036,                 1.0078,                0.78064,                0.94545,                 0.8819,                0.69351,                0.57069,                0.52727,                0.44348,                0.28716,                0.83569,                 7.1112,                0.15823,                 0.6188,                0.99318,              0.0011486,              0.0011486,              0.0011486
                     45,                 0.8159,                 5.8432,                0.45341,                0.68955,                  1.015,                0.80626,                0.92727,                0.86194,                0.68547,                0.53804,                0.61818,                0.46683,                0.30111,                0.78343,                  7.501,                0.16706,                0.61531,                0.96712,              0.0011288,              0.0011288,              0.0011288
                     46,                 0.8307,                 5.8705,                0.46104,                0.69859,                 1.0147,                0.75963,                0.97684,                0.86909,                 0.6712,                0.55161,                0.55923,                0.47626,                0.30885,                0.84266,                 7.6037,                0.16584,                0.62282,                0.99165,               0.001109,               0.001109,               0.001109
                     47,                0.83334,                  5.797,                 0.4403,                0.69864,                 1.0215,                  0.795,                0.91672,                0.86919,                0.67732,                0.65397,                0.54986,                0.53529,                0.30974,                0.81467,                 7.0005,                0.16709,                0.63278,                0.97838,              0.0010892,              0.0010892,              0.0010892
                     48,                0.81012,                 5.9397,                0.45319,                0.70081,                 1.0108,                0.77539,                0.94154,                0.87411,                0.67615,                0.63147,                0.47273,                 0.4636,                0.31576,                0.87069,                 7.3027,                 0.1593,                0.65449,                 1.0062,              0.0010694,              0.0010694,              0.0010694
                     49,                0.79094,                 5.6665,                0.42964,                0.65964,                 1.0004,                0.78311,                0.90909,                0.85108,                0.67012,                0.64098,                0.55191,                0.52491,                0.33419,                0.76175,                 7.6172,                 0.1709,                0.64763,                0.95972,              0.0010496,              0.0010496,              0.0010496
                     50,                0.78689,                 5.6633,                0.42017,                 0.6691,                 1.0111,                0.83177,                0.87273,                0.85402,                0.66808,                0.66941,                0.56364,                0.50413,                0.31896,                0.77612,                 7.1843,                0.17062,                0.63735,                0.96994,              0.0010298,              0.0010298,              0.0010298
                     51,                0.76975,                 5.3878,                0.42155,                0.66727,                0.99029,                0.80305,                0.88966,                 0.8514,                0.66735,                 0.6741,                0.52653,                 0.4625,                0.27708,                0.79323,                 7.7115,                0.16533,                0.66775,                0.98842,                0.00101,                0.00101,                0.00101
                     52,                0.76587,                 5.7039,                0.41302,                0.65003,                0.98027,                0.79609,                0.94545,                0.85649,                0.65433,                0.65665,                0.59121,                0.47522,                0.29666,                0.81634,                 7.4869,                0.16622,                 0.6707,                0.97643,              0.0009902,              0.0009902,              0.0009902
                     53,                0.77133,                 5.9915,                0.42179,                0.65946,                0.99536,                0.80847,                0.92103,                0.83646,                0.65782,                0.58526,                0.49091,                0.38539,                0.28366,                0.77241,                 6.9316,                0.14963,                0.67384,                0.95859,              0.0009704,              0.0009704,              0.0009704
                     54,                0.77543,                 5.5343,                0.43675,                 0.6699,                 1.0068,                0.78099,                0.94545,                  0.828,                0.65526,                0.63537,                0.57037,                0.48834,                0.33747,                0.80553,                 7.4002,                0.15933,                0.62492,                0.98612,              0.0009506,              0.0009506,              0.0009506
                     55,                0.75238,                 5.4196,                0.43625,                0.64016,                0.99143,                0.77859,                0.98182,                0.85426,                0.67882,                0.68658,                0.59749,                 0.5074,                0.32555,                0.79275,                 7.6982,                0.15878,                0.59821,                0.97123,              0.0009308,              0.0009308,              0.0009308
                     56,                0.79107,                 5.9885,                0.44934,                 0.6843,                 1.0116,                0.83223,                0.87273,                0.86914,                0.68426,                0.68103,                0.54352,                0.47793,                0.31072,                0.78794,                 7.5102,                0.15698,                0.61488,                0.97689,               0.000911,               0.000911,               0.000911
                     57,                0.76096,                 5.7124,                0.42514,                0.63917,                0.99302,                0.82193,                0.92321,                0.88616,                0.69525,                 0.6086,                0.54545,                0.45281,                 0.2873,                0.79324,                 7.5913,                0.16001,                0.59703,                0.98272,              0.0008912,              0.0008912,              0.0008912
                     58,                0.77974,                 5.1929,                0.42512,                0.65464,                 1.0035,                0.84375,                0.89091,                 0.8758,                0.67708,                0.62353,                0.54211,                0.43664,                0.30716,                0.79825,                 6.7335,                0.15035,                0.60688,                0.99427,              0.0008714,              0.0008714,              0.0008714
                     59,                0.75128,                 5.4421,                0.39587,                0.63596,                0.99414,                0.76489,                0.94644,                0.87138,                0.67806,                0.67002,                0.63636,                0.53638,                0.36928,                0.81761,                 7.4142,                 0.1761,                0.63107,                0.99613,              0.0008516,              0.0008516,              0.0008516
                     60,                0.73995,                 5.8335,                0.42752,                0.62691,                0.98361,                0.78783,                0.94519,                0.86609,                0.65549,                0.64538,                0.56364,                0.44142,                0.32344,                0.87751,                 7.6137,                0.16597,                0.64311,                 1.0006,              0.0008318,              0.0008318,              0.0008318
                     61,                  0.771,                 5.4787,                0.41197,                0.64321,                0.98389,                0.80376,                0.89367,                0.86137,                0.66251,                0.66203,                0.58182,                0.51051,                0.35198,                0.82588,                 7.6151,                0.15812,                0.61162,                0.98545,               0.000812,               0.000812,               0.000812
                     62,                 0.7417,                  5.618,                 0.4147,                0.61922,                0.97564,                0.77741,                0.96364,                0.84907,                0.65276,                0.55845,                0.54545,                0.46858,                0.33861,                0.85492,                 7.3848,                0.14962,                0.67912,                 1.0144,              0.0007922,              0.0007922,              0.0007922
                     63,                0.75907,                 5.1857,                0.38723,                0.62916,                0.98538,                0.78127,                0.98182,                0.84347,                0.65514,                0.62764,                0.63636,                0.50016,                0.34102,                0.83648,                 7.3905,                0.15082,                0.63625,                  1.013,              0.0007724,              0.0007724,              0.0007724
                     64,                0.73381,                 5.2683,                0.39909,                0.63126,                0.97797,                0.78993,                0.95722,                0.85945,                0.67369,                0.63736,                    0.6,                0.48685,                0.34056,                0.80903,                 7.3907,                0.14881,                0.62303,                 1.0062,              0.0007526,              0.0007526,              0.0007526
                     65,                0.72995,                 5.6839,                0.40669,                 0.6194,                0.99337,                 0.7778,                0.98182,                0.85682,                0.68086,                0.69917,                0.61818,                0.53215,                0.35599,                0.78275,                 7.2877,                0.14042,                0.60943,                 1.0041,              0.0007328,              0.0007328,              0.0007328
                     66,                0.70407,                 5.1065,                0.38076,                0.59856,                 0.9588,                0.78949,                0.98182,                0.83573,                0.65562,                0.70086,                0.52727,                  0.522,                 0.3562,                0.80007,                 7.1011,                0.13604,                 0.6543,                 1.0024,               0.000713,               0.000713,               0.000713
                     67,                0.74169,                 5.4281,                0.40322,                0.62831,                0.98417,                0.78942,                0.98182,                0.83472,                0.65935,                0.66864,                0.50909,                0.50784,                0.35022,                 0.8351,                 7.5553,                0.14072,                0.69633,                 1.0028,              0.0006932,              0.0006932,              0.0006932
                     68,                0.74304,                 5.6633,                 0.4118,                0.62584,                0.98038,                0.81769,                0.90909,                0.85241,                0.68111,                0.64154,                0.61826,                0.52973,                0.35486,                0.76891,                 7.4753,                0.13724,                0.61135,                0.96325,              0.0006734,              0.0006734,              0.0006734
                     69,                0.73348,                 5.2347,                0.37223,                0.62886,                0.96891,                0.79007,                0.95804,                0.86076,                 0.6903,                 0.6118,                0.58182,                0.51151,                0.34167,                0.74417,                 7.4738,                  0.137,                0.59321,                0.95633,              0.0006536,              0.0006536,              0.0006536
                     70,                0.72805,                  5.281,                0.40538,                0.61333,                0.96768,                0.85055,                0.89091,                0.87884,                0.69726,                0.70222,                0.60027,                0.54382,                0.39796,                0.79966,                  7.417,                0.14712,                0.59895,                  0.971,              0.0006338,              0.0006338,              0.0006338
