                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.83458,                  5.298,                0.33103,                0.69421,                 1.0262,                0.84581,                0.72727,                0.76729,                0.57908,                0.66448,                0.68424,                0.63403,                0.30847,                0.88182,                 4.7174,                0.12779,                0.68481,                  1.046,               0.001076,               0.001076,               0.001076
                     72,                0.80679,                 5.3292,                0.34204,                0.68283,                 1.0131,                 0.8664,                0.70752,                0.74521,                 0.5871,                0.65759,                0.70909,                0.60198,                0.32556,                0.90744,                 4.6541,                0.11649,                0.70017,                 1.0597,              0.0010628,              0.0010628,              0.0010628
                     73,                0.81817,                 5.1711,                0.33112,                0.67904,                 1.0125,                0.78975,                0.74545,                0.75109,                0.58711,                0.70987,                0.72727,                0.64529,                0.37199,                0.91571,                 4.6837,                0.12941,                 0.6903,                 1.0349,              0.0010496,              0.0010496,              0.0010496
                     74,                 0.8395,                 5.3215,                0.32423,                0.71455,                 1.0311,                 0.8042,                0.76364,                0.77364,                 0.6129,                0.73449,                0.70423,                0.68931,                0.36099,                0.90427,                 4.7302,                0.12113,                0.70783,                 1.0391,              0.0010364,              0.0010364,              0.0010364
                     75,                0.83338,                 5.3253,                0.34125,                0.69763,                 1.0185,                0.92897,                0.72727,                0.79574,                 0.6429,                0.70058,                0.68076,                0.66197,                0.36558,                0.88338,                  4.623,                0.11568,                0.66261,                 1.0211,              0.0010232,              0.0010232,              0.0010232
                     76,                0.81627,                 5.1509,                 0.3113,                0.71528,                 1.0209,                0.82268,                0.78182,                0.81706,                0.66861,                0.70499,                0.74545,                0.71162,                0.36043,                 0.8821,                 4.7444,                0.12931,                0.64534,                 1.0053,                0.00101,                0.00101,                0.00101
                     77,                0.78939,                 5.5429,                0.34514,                0.69634,                 1.0005,                0.85516,                0.75152,                0.83659,                0.66391,                0.69757,                0.75496,                0.70371,                0.38592,                0.92929,                 4.5616,                0.11251,                0.59838,                 1.0365,              0.0009968,              0.0009968,              0.0009968
                     78,                0.77351,                 5.3956,                0.31604,                0.68522,                0.99334,                0.88475,                0.69802,                0.81489,                0.64156,                0.60839,                0.67798,                0.59665,                0.30724,                 0.8699,                 4.7642,                0.12622,                0.63935,                 1.0017,              0.0009836,              0.0009836,              0.0009836
                     79,                 0.7739,                 5.0036,                0.32338,                0.66364,                0.99558,                0.88659,                0.76364,                 0.8004,                0.61514,                0.74676,                0.70909,                0.65051,                0.35473,                0.86885,                 4.5557,                0.11841,                 0.6062,                 1.0051,              0.0009704,              0.0009704,              0.0009704
                     80,                0.83706,                 5.5286,                0.35212,                0.69223,                 1.0326,                0.91433,                0.77627,                0.79777,                  0.621,                0.70975,                0.72727,                0.64499,                0.33662,                0.83374,                 4.6972,                   0.11,                0.57759,                0.97714,              0.0009572,              0.0009572,              0.0009572
                     81,                0.78861,                 5.1827,                0.30359,                0.65871,                0.99246,                0.91008,                0.73617,                 0.8152,                0.64425,                 0.7393,                0.72192,                0.69055,                0.39514,                0.85732,                 4.5087,                0.11293,                0.56733,                 1.0099,               0.000944,               0.000944,               0.000944
