                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.2097,                 5.6754,                0.37581,                0.97735,                 1.3908,                0.79465,                0.94545,                0.86745,                0.56524,                0.63739,                0.47273,                0.43493,                0.26446,                 1.1978,                 7.9351,                0.09431,                0.80846,                 1.2568,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.1944,                 5.3995,                0.34618,                0.93288,                 1.3693,                0.74733,                0.96802,                0.86556,                0.58392,                0.60105,                0.57532,                0.47735,                0.29837,                 1.1648,                 7.6875,                0.10132,                0.78821,                 1.2291,               0.000812,               0.000812,               0.000812
                     62,                 1.2008,                 5.6318,                0.36148,                0.95453,                 1.3706,                0.78666,                0.93865,                0.86798,                0.58788,                0.64071,                0.58182,                0.44271,                0.28222,                 1.0951,                 7.6047,                0.10912,                0.74131,                 1.1671,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.1743,                 5.3117,                0.34514,                 0.9437,                 1.3666,                0.85291,                0.85455,                0.87096,                 0.5515,                0.64406,                0.52727,                0.41432,                0.26555,                 1.2311,                 7.5914,                0.10975,                 0.7704,                 1.2578,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.1945,                 5.0346,                0.35199,                0.95583,                 1.3883,                0.77865,                0.96364,                0.87474,                0.52299,                0.60463,                0.56364,                0.41764,                0.25977,                 1.2623,                 7.5187,                0.09697,                0.73594,                 1.2586,              0.0007526,              0.0007526,              0.0007526
                     65,                  1.204,                 5.4467,                0.35557,                0.93788,                 1.3905,                0.81538,                0.96362,                0.86595,                0.43377,                0.61438,                0.58182,                0.41178,                0.25666,                 1.4865,                 7.7589,                0.09258,                0.75845,                 1.3781,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.1594,                 5.2241,                0.32641,                 0.9297,                 1.3415,                0.78371,                0.96364,                0.86654,                0.53159,                0.52602,                0.49091,                0.36176,                0.23329,                 1.3027,                 7.9402,                0.10444,                0.72614,                 1.2942,               0.000713,               0.000713,               0.000713
                     67,                  1.189,                 5.2466,                0.34646,                0.94019,                 1.3588,                0.82018,                0.94545,                0.86832,                0.56006,                0.64105,                0.54545,                0.46535,                0.32043,                 1.2564,                 7.6626,                0.08395,                 0.7187,                  1.278,              0.0006932,              0.0006932,              0.0006932
                     68,                  1.146,                 5.5607,                0.36569,                0.92184,                 1.3504,                0.80078,                0.95016,                0.85982,                0.45456,                0.71495,                0.54545,                0.44604,                0.28968,                 1.5157,                 7.7286,                0.07628,                0.80032,                 1.3842,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.2247,                 5.3377,                0.32737,                0.96577,                 1.3888,                0.78843,                0.94545,                0.86758,                0.52839,                0.67078,                0.56364,                0.44658,                0.31517,                 1.2235,                 7.6104,                0.08105,                0.71611,                 1.2297,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.1778,                  5.207,                0.34097,                0.90968,                 1.3497,                0.84574,                0.90909,                0.88677,                0.48697,                0.66987,                    0.6,                0.49911,                0.33177,                  1.421,                 7.6262,                0.08049,                0.75041,                 1.3315,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.1632,                 5.4286,                0.34769,                0.90787,                 1.3551,                0.77514,                0.94021,                0.82751,                0.41767,                0.68206,                0.56364,                 0.4517,                0.30221,                 1.5987,                 7.6621,                0.08386,                0.78175,                 1.4441,               0.000614,               0.000614,               0.000614
                     72,                 1.1584,                 5.2999,                0.33477,                0.94213,                 1.3521,                0.79412,                0.91174,                0.86073,                0.46033,                0.63798,                0.52727,                0.42883,                0.30407,                 1.3906,                 7.6964,                0.08747,                0.77367,                 1.3211,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.1338,                 5.2072,                 0.3292,                0.91994,                 1.3194,                0.84786,                0.90909,                0.86158,                0.49507,                0.56532,                0.50909,                0.40747,                0.29369,                 1.2804,                  7.672,                 0.0923,                0.73233,                 1.2632,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.1544,                 5.2569,                0.32843,                  0.938,                  1.356,                0.82344,                0.93282,                0.85645,                0.44825,                0.57578,                0.54545,                0.39501,                0.25858,                 1.4702,                 7.6492,                0.09291,                0.78191,                  1.352,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.1527,                 4.9621,                0.33985,                0.93199,                 1.3626,                    0.8,                0.94544,                0.86403,                0.54714,                0.59734,                0.54545,                 0.4362,                0.30018,                  1.182,                 7.5589,                  0.088,                0.71476,                 1.2062,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.1374,                 5.2449,                0.32702,                0.91651,                 1.3397,                0.85171,                0.94545,                0.86226,                0.51361,                0.63944,                0.58182,                 0.4814,                 0.3119,                 1.2657,                  7.673,                0.08453,                0.71364,                 1.2529,               0.000515,               0.000515,               0.000515
                     77,                 1.1308,                 5.3655,                0.36105,                0.90537,                 1.3496,                0.85956,                0.94545,                0.86251,                0.56562,                 0.6188,                0.56364,                 0.4667,                 0.2844,                 1.1127,                 7.7161,                0.08252,                0.66769,                 1.1653,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.1273,                 5.1592,                0.32606,                 0.9151,                 1.3197,                0.81738,                0.94545,                0.87579,                0.55888,                0.61213,                 0.5166,                0.43479,                0.29088,                 1.2111,                 7.7092,                0.08653,                0.66272,                 1.2178,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.1246,                 5.1128,                0.34516,                0.90431,                 1.3334,                0.84769,                0.91075,                0.87385,                0.55701,                0.62687,                0.51937,                0.42574,                0.27995,                 1.2373,                 7.7529,                0.08372,                0.66099,                 1.2356,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.1711,                 5.3601,                0.34856,                0.91419,                 1.3632,                 0.8228,                0.96364,                0.86925,                0.54743,                0.61108,                0.52727,                0.40456,                0.26953,                  1.238,                 7.7586,                0.08136,                0.67434,                 1.2565,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.1031,                 5.1899,                0.33688,                 0.8761,                 1.3142,                0.81518,                0.96233,                0.86456,                0.51162,                0.63831,                0.56364,                0.45505,                0.30358,                 1.3627,                 7.7711,                0.08919,                0.68824,                 1.3197,               0.000416,               0.000416,               0.000416
                     82,                 1.1329,                 5.1048,                0.32009,                0.88231,                 1.3252,                0.82789,                0.94545,                0.87072,                0.56334,                0.63501,                0.52727,                0.46011,                0.32114,                 1.1902,                 7.7403,                0.08585,                0.67456,                 1.2237,              0.0003962,              0.0003962,              0.0003962
                     83,                  1.122,                 5.1516,                 0.3516,                 0.9014,                 1.3291,                0.76967,                0.97218,                0.87678,                0.55413,                0.61945,                0.50909,                0.43648,                0.31484,                 1.2617,                 7.7712,                0.08286,                0.71225,                 1.2444,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.1298,                 4.8715,                0.34612,                0.89886,                 1.3462,                0.75687,                0.96364,                0.86608,                0.58121,                0.61032,                0.54545,                0.46455,                0.32832,                  1.115,                  7.839,                0.08596,                0.69487,                  1.163,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.0972,                 4.9851,                0.33024,                0.85415,                 1.3155,                0.77761,                0.94545,                0.86851,                0.57035,                0.63867,                0.58182,                0.48508,                0.32358,                  1.165,                 7.6876,                0.08389,                0.69105,                 1.1952,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.0864,                 4.9704,                0.32756,                0.84936,                 1.2971,                0.79295,                0.97488,                0.85717,                0.57968,                0.61952,                0.52727,                0.46508,                0.34878,                 1.1387,                 7.6435,                0.08314,                0.67576,                 1.1821,               0.000317,               0.000317,               0.000317
                     87,                 1.0934,                  5.042,                 0.3255,                0.85811,                 1.3143,                0.82339,                0.93247,                0.85841,                0.56917,                0.66349,                0.58182,                0.48896,                0.34584,                 1.1594,                 7.6549,                0.08754,                0.66195,                 1.1891,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.0615,                 4.9092,                0.32396,                  0.848,                  1.302,                0.80039,                0.94545,                0.86208,                0.57463,                0.66793,                0.58519,                0.49645,                0.34218,                 1.1728,                 7.6104,                0.08472,                0.67079,                 1.1931,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.0998,                 5.0256,                0.33569,                0.86386,                 1.3283,                0.82192,                0.92316,                0.87034,                 0.5827,                0.64742,                0.56763,                0.48657,                0.33648,                 1.1544,                 7.5998,                0.08181,                0.65936,                 1.1799,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.0862,                 4.7723,                0.30438,                0.84445,                 1.2873,                0.80379,                0.96364,                0.86897,                0.61823,                0.67073,                0.58182,                0.50406,                0.34875,                 1.0883,                 7.6476,                0.08251,                0.65728,                 1.1566,              0.0002378,              0.0002378,              0.0002378
                     91,                0.92695,                  5.352,                0.10142,                0.66104,                 1.2335,                0.83384,                0.90909,                0.85915,                0.58468,                0.66675,                    0.6,                0.50347,                0.32016,                 1.1554,                 7.6971,                0.07881,                 0.6727,                 1.2027,               0.000218,               0.000218,               0.000218
                     92,                0.93374,                 5.1999,                0.10366,                0.64759,                 1.2303,                0.81122,                0.94545,                0.86816,                0.53492,                0.68371,                0.58182,                0.49259,                0.33042,                 1.3078,                 7.6038,                0.06859,                0.69843,                 1.2823,              0.0001982,              0.0001982,              0.0001982
                     93,                0.91414,                 5.2591,                0.09552,                0.62823,                  1.198,                0.80506,                0.94545,                0.86915,                0.57568,                0.68564,                0.58182,                0.47984,                0.32884,                 1.2069,                 7.5981,                0.06548,                0.67369,                 1.2166,              0.0001784,              0.0001784,              0.0001784
                     94,                0.96337,                 5.0744,                0.07501,                0.62425,                  1.233,                0.80884,                0.94545,                0.87242,                0.58544,                0.67949,                0.61818,                0.49115,                0.32303,                 1.1471,                 7.6077,                0.06103,                0.65574,                 1.1818,              0.0001586,              0.0001586,              0.0001586
