                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3203,                 10.471,                      0,                 3.2079,                 2.1543,                0.60556,                0.85455,                0.70348,                0.35341,                      0,                      0,                      0,                      0,                 1.5262,                  11.48,                      0,                 1.8835,                 1.4175,                0.00022,                0.00022,                0.00022
                      2,                  1.389,                 10.486,                      0,                 1.3885,                  1.331,                0.69316,                0.90367,                0.80758,                0.49776,                      0,                      0,                      0,                      0,                 1.1577,                 11.446,                      0,                 1.3357,                 1.1361,             0.00045545,             0.00045545,             0.00045545
                      3,                 1.2508,                 10.471,                      0,                 1.1283,                 1.2123,                0.37362,                0.49091,                0.38795,                0.20284,                      0,                      0,                      0,                      0,                 2.0158,                  11.34,                      0,                 2.0086,                 1.8175,             0.00068614,             0.00068614,             0.00068614
                      4,                 1.2693,                 10.055,                      0,                   1.09,                 1.2347,                0.35487,                0.43011,                0.39354,                0.22841,                      0,                      0,                      0,                      0,                 1.5894,                 11.235,                      0,                 1.7427,                 1.4332,             0.00091208,             0.00091208,             0.00091208
                      5,                 1.2481,                 9.9592,                      0,                 1.1079,                 1.2064,                0.75286,                0.83085,                0.82309,                0.55865,                      0,                      0,                      0,                      0,                  1.134,                 10.829,                      0,                  1.165,                 1.1441,              0.0011333,              0.0011333,              0.0011333
                      6,                 1.1249,                 9.8138,                      0,                0.99843,                 1.1349,                0.73029,                0.70909,                 0.7151,                0.47982,                      0,                      0,                      0,                      0,                 1.2097,                 10.817,                      0,                 1.1896,                 1.2563,              0.0013497,              0.0013497,              0.0013497
                      7,                 1.1428,                 9.6875,                      0,                0.99177,                  1.175,                0.67328,                0.67273,                0.71872,                0.45886,                      0,                      0,                      0,                      0,                 1.2606,                 10.506,                      0,                 1.2942,                 1.2773,              0.0015614,              0.0015614,              0.0015614
                      8,                 1.1534,                 9.5126,                      0,                0.96461,                 1.1787,                0.61856,                0.85455,                0.73126,                0.43057,                0.01235,                0.01818,                0.00072,                  7e-05,                 1.4222,                 10.623,                      0,                  1.253,                 1.3687,              0.0017683,              0.0017683,              0.0017683
                      9,                 1.2797,                 9.4977,                      0,                 1.0127,                  1.231,                0.74516,                0.74545,                 0.7949,                0.56713,                0.02882,                0.01818,                0.00072,                0.00014,                 1.0967,                  10.45,                      0,                 1.2914,                  1.192,              0.0018416,              0.0018416,              0.0018416
                     10,                  1.151,                 9.1502,                      0,                 1.0005,                 1.1655,                0.83421,                0.50909,                0.65549,                0.41093,                0.08653,                0.03636,                0.00838,                0.00168,                 1.4927,                 10.335,                      0,                 1.4163,                 1.3855,              0.0018218,              0.0018218,              0.0018218
