                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2657,                 9.6645,                0.67781,                 2.5723,                  2.338,                0.38792,                0.10396,                0.08382,                0.02719,                      0,                      0,                      0,                      0,                 3.4508,                 11.474,                0.41921,                 3.1137,                 2.9859,                0.07822,                0.00022,                0.00022
                      2,                 1.6197,                 9.3178,                0.63957,                 1.4946,                 1.6998,                0.77292,                0.50909,                0.50184,                0.16718,                      0,                      0,                      0,                      0,                 2.3485,                 11.296,                0.35922,                 1.8004,                 1.9595,               0.055446,             0.00044555,             0.00044555
                      3,                 1.5882,                  9.421,                0.61355,                 1.3241,                 1.6208,                0.54282,                0.70909,                0.52824,                0.18808,                      0,                      0,                      0,                      0,                 2.0538,                   11.1,                0.35254,                 2.0622,                 1.8246,               0.032667,             0.00066654,             0.00066654
                      4,                 1.5662,                 9.1698,                0.60133,                 1.2997,                  1.613,                0.65823,                0.70909,                0.65963,                0.20393,                      0,                      0,                      0,                      0,                 2.1237,                 10.888,                0.31828,                 2.3271,                 2.0053,               0.009883,             0.00088297,             0.00088297
                      5,                 1.5418,                 9.0611,                0.57717,                 1.3075,                 1.6031,                0.64994,                0.74269,                0.77459,                 0.2508,                      0,                      0,                      0,                      0,                 2.3208,                 10.864,                0.29764,                 1.6987,                 1.8891,              0.0009604,              0.0009604,              0.0009604
                      6,                 1.5456,                 9.0237,                0.56334,                 1.2405,                 1.5872,                0.51173,                0.65455,                0.55164,                0.14615,                 0.0579,                0.01818,                0.00112,                0.00011,                 2.6757,                 11.081,                0.28016,                 2.1253,                 2.4277,              0.0009505,              0.0009505,              0.0009505
                      7,                 1.6356,                 8.9251,                0.57665,                 1.3224,                 1.6584,                0.62465,                0.83636,                0.78128,                0.31973,                0.03214,                0.01818,                 0.0008,                  8e-05,                 1.7496,                 10.826,                0.24898,                 1.4046,                 1.5233,              0.0009406,              0.0009406,              0.0009406
                      8,                 1.5079,                 8.6121,                0.55068,                 1.2763,                 1.5744,                0.67589,                0.78182,                 0.7232,                0.27626,                0.00636,                0.01818,                 0.0003,                  3e-05,                 1.8195,                 10.842,                0.19885,                 1.7205,                 1.7424,              0.0009307,              0.0009307,              0.0009307
                      9,                 1.5209,                 8.6426,                0.55254,                 1.2153,                 1.5768,                0.71968,                0.84028,                0.79405,                0.32587,                0.04293,                0.03636,                0.00309,                0.00048,                 1.8669,                 10.521,                0.20821,                 1.2708,                 1.6163,              0.0009208,              0.0009208,              0.0009208
                     10,                 1.4891,                  8.448,                0.54514,                 1.1787,                  1.566,                0.67395,                0.93959,                0.77687,                0.37594,                 0.0753,                0.07273,                0.00867,                0.00114,                 1.6729,                 10.322,                0.18543,                  1.285,                 1.5485,              0.0009109,              0.0009109,              0.0009109
